generation,individual_index,fitness,x_dist,y_dist,reached,params_vector,voxel_coords_str,control_timestep,simulation_timestep,gear_ratio
1,0,-308.206227982807,-308.201848315987,-1.6430648189712684,False,"[-2.190183889002504, 2.387351197281248, -0.660201637381701, -1.506493239053301, 0.19193606876692204, 1.7277540764153203, -2.248554266103886, -0.8816013391674749, 0.29586785351753164, -2.2135769941507317, -0.13439346605204472, 2.4819919608904497, -1.2028511975842704, -1.5478844726556003, -1.5510641861965668, 1.9297270574746275, -0.871772477474595, -0.556576651112282, 0.9825468487450655, -1.0381817123636516, 1.274224537113585, -0.7565981861894673, 1.3851949320413048, 1.3396058969128593, -1.9646682768346917, 2.221316233066222, 1.469722205742205, 0.6137017610192808, 0.028746191593142623, -0.6326017282819374, 0.07638526770165299, 1.6203918530017898, -0.36040002591362885, 2.054211286264957, -1.3687808313202292, 1.6204311399796802, -1.3614191550379124, 2.2232586602627533, -2.4420434916868006, -0.45241455272141584, 1.16932521756195, 0.3410249491181694, 0.2851185057733656, 1.1965089111743783, 1.4884721208909863, 2.1818038213216955, -0.48206398210256474, 0.5068398114736854, -2.1278956192944642, -0.3045638049104742, -2.174511749063681, -1.782450162423509, -0.878122015156817, 2.483153652534197, -0.4097080212860682, -2.231613420747021, 2.415465507264951, 0.2861938481987929, 1.8027282710865613, -1.7160358986036806, 0.4551423410474116, 1.9262289575551232, -1.2026337253832542, 0.33163385075867025, 1.7049813708970198, -0.34464181778197833, 1.4058672126658522, -0.7831201514870028, -0.05672446465235481, 1.8933755871628977, 0.3942087956523057, -1.4437189263460977, -1.164976418313974, 1.713544353374835, 0.9034968080817789, -1.5589648497676611, -2.0181692928648447, -1.8937808986786981, 1.4074631853904713, 1.6079386318891062, -1.5697708371515966, 1.8670510592733462, 1.795719301501551, 1.736806696884229, -0.40439393557358994, 0.40399800012656906, -2.219198283573326, 0.2883367918603863, 2.214761289962172, -1.4538030162888953, 2.357633362621355, 1.604576148605605, 0.21658739256799198, 0.9544571410022056, 0.7822326013336789, -1.6039294357480411, 0.5283392936768867, 1.7504972432246841, -1.4670673119369586, 0.2384739975574508, -0.7410763865462711, 0.15959839390592157, -0.07889958251638696, 0.08655615711957054, 1.7040120349788932, -0.8250508419193481, -2.3918924374434933, -0.45752751695871785, 1.1341360903855415, 1.1327973885410483, -2.2274038996896133, 1.8970035058956904, 0.8237842080456392, 0.9779151797684937, -0.5155667105831614, -1.06983509929153, 2.4927704524055416, 2.4743221572480243, -0.5256435393471293, -1.4979126104829577, -0.29380810865413043, -1.8274436609025542, -0.08070594648178675, 2.419523161171737, -1.9224335736275417, -1.5636973763915818, 0.5407825506111874, 0.8126875164453433, 0.2663550723661783, -2.4140691030378476, 0.569022191528676, 2.1798668224108884, -2.310388235682426, -1.670381846778518, -1.9535746251649144, -1.9555658750545069, 2.026261672771062, -2.24478157104695, -1.394800868569876, 0.7928016512176517, -1.8749820916131876, -0.2877598149879468, 1.5968399780822935, 0.1391784426246394, -0.0401904403048956, 0.8734543405038875, 1.6609029702139875, 2.0299713388731986, 1.6910918671048405, 1.567814225101289, 1.2347008000768485, 0.49939285731164684, -0.3739118750576993, -0.7695183827288254, -2.161985799121088, -0.21873116312439755, 0.5674507937284341, -2.2932918168854526, -0.7352163169666763, -1.2107050260465528, 1.052506442804782, 1.544590921161956, 1.2194495534354122, 0.6101189968010972, 0.5888364672681377, -0.7982287768970542, -0.9090319879529658, 1.2024546428282568, -0.5039299435376261, 1.026415699446824, -0.024265353606027773, 1.7023361367887553, -2.082936982056231, 1.032858836551287, 1.1579706829365248, 1.3611159634509025, -0.7755684384810131, -1.9458196956698322, -1.8788426296752099, -1.6490871131377753, -0.978829919452584, -2.2929820714578715, 1.3425579094502988, 1.2299678286218603, 1.6588795154404243, -2.4729490722984524, 0.239620804649316, 0.8255448553649702, 0.05151301272307718, 1.9947407654580118, -0.5942997443380444, -0.7649063445105257, 0.1721665520348239, -0.19874366560892875, 1.3694928230672203, 2.217092731185911, -0.3508268645602044, -2.1348241403118906, 2.3625730266923357, 0.8957547847717233, -2.4877319475789923, 2.4675695116560536, 1.4388423979686356, 1.4777860636908486, 0.9571170081773173, -0.15695583819249226, 2.215904733639846, 1.5311998527609934, -0.9961945072373108, 1.2400731204799271, -0.30436962740747386, -0.587216281927077, 0.5024472458972946, 0.33048343856187046, 2.1798518586802498, 0.14934163555373425, 2.2485405420047204, 0.6616691299284305, 0.9889058808533941, -1.8605637354406461, -1.4927446920994436, -2.2094779956131223, 2.268973871333012, -0.1799385451655584, -0.908299975242729, -1.7473948677463769, -1.6371403579303583, 0.017991456699745, 1.4567022861622059, 1.67765514687642, 1.3089190844412273, -0.08133529196971745, 0.5146384842527145, 0.03178320081555075, 2.055007500220504, -0.9436061991226286, -0.24998503961984486, -2.4908399260709495, -0.3775779879539738, 0.5167130015860009, -0.4884111219241438, 0.12338850287587544, -2.175059394111905, 0.2619511724649821, -1.4746226578617843, 1.292332861346328, 0.44496948422094684, -1.6907605135122983, -0.32158620886566336, -0.7789749434458764, 2.035948909928905, -0.2630793573571961, 1.4203761128529409, -2.369159363728685, 1.9843341198576256, 1.480068784259739, 1.0222712232560305, -1.2115130019735516, 1.231614117876581, 1.1531071513764548, -1.3262253390215002, -1.3265216562345699, -2.08543388346715, -1.2348019691329781, 1.2051264766998515, 0.04601113068395124, 1.2103889418609248, 1.799958216939789, -1.4523389471685384, -2.3338376599912722, 0.7934794453835519, 0.7648096309708947, -2.23275186190693, -2.0010055490602734, -0.5467093726420424, -1.3010328145721188, 0.27907503188251415, -1.6435344732652828, -1.023233555948258, -0.08158832202173016, 1.0801001032635988, 2.031486563484817, 1.5114322147283117, -1.8721603654937369, 2.407378915032151, -0.6354951637326351, 2.3554997853680195, -1.9418539383687272, -1.1285917207215779, 1.8737701582554092, -2.1084926738816705, 1.0888816332386666, 2.3474944592029914, -1.717873113740307, -1.428545629636424, -2.371444867858955, 0.7943029450156054, 1.997296074761464, -0.7433438714775513, -2.1535811691866384, 0.7178823232152998, -0.19293470064268536, -0.21203927246004062, -1.0746920188985276, -2.024428919405211, -0.9112734249053962, -2.4704954711306755, 0.33771387590326674, 0.8799632531152239, -1.3365222231442115, -2.297163106472659, -0.5991296958272136, -2.4915123068855105, -0.8005333035454347, 0.9862291840173549, -1.4891825157524292, 1.1986953923990025, -1.798045217746017, -1.148576259734675, -2.3994714165300945, 0.0803201481352307, -1.3389537082710667, -1.388022059473868, -1.002864891120283, 0.175028267575831, -1.3070560377494145, 2.114880598654942, -1.6391240743116076, -0.4290192789618992, 0.8787865747155434, -0.22115138959660818, 1.3649533715711004, -0.7974491114191946, 0.06284114427835075, 0.5304983142007309, 0.4857515774391805, 2.02046954776503, -1.7304138346724547, -2.0263995046943526, 0.3883964315748303, 1.7271366028065076, 1.9745446447036388, 1.76523189019243, -0.7584050822253496, -0.5437804481483288, -0.21584966505910286, 1.9016316310621875, -1.8452209008957094, -1.4792322427561744, 2.407544794618401, -1.6519405332075832, -0.7964415185747682, -0.7136386587734611, 0.07283919376463599, 1.305533824839904, 1.8346583899925726, 2.3181651620248225, 1.5763811491497393, -0.3549010976208953, -0.21874123878925822, -0.5055048935432755, 1.0625790144742888, -0.07049402768559032, -0.5367667098748923, 1.4322274669652177, -0.6570451322504818, 1.3100711245908645, -1.9090912315245856, 0.9569708386659133, -0.290236534366517, 0.016070611647349242, 1.9265731584820305, 1.9181466776423113, -1.5484637370885084, -1.478652914194916, 0.0763603357800644, 2.477924744129414]","[(0, 0, 0), (0, 0, 1), (0, 0, 2), (0, 0, 3), (0, 1, 0), (0, 1, 1), (0, 1, 2), (0, 1, 3), (0, 2, 2), (0, 2, 3), (0, 3, 2), (0, 3, 3), (0, 4, 0), (0, 4, 1), (0, 4, 2), (0, 4, 3), (0, 5, 0), (0, 5, 1), (0, 5, 2), (0, 5, 3), (1, 0, 0), (1, 0, 1), (1, 0, 2), (1, 0, 3), (1, 1, 0), (1, 1, 1), (1, 1, 2), (1, 1, 3), (1, 2, 2), (1, 2, 3), (1, 3, 2), (1, 3, 3), (1, 4, 0), (1, 4, 1), (1, 4, 2), (1, 4, 3), (1, 5, 0), (1, 5, 1), (1, 5, 2), (1, 5, 3), (2, 0, 2), (2, 0, 3), (2, 1, 2), (2, 1, 3), (2, 2, 2), (2, 2, 3), (2, 3, 2), (2, 3, 3), (2, 4, 2), (2, 4, 3), (2, 5, 2), (2, 5, 3), (3, 0, 2), (3, 0, 3), (3, 1, 2), (3, 1, 3), (3, 2, 2), (3, 2, 3), (3, 3, 2), (3, 3, 3), (3, 4, 2), (3, 4, 3), (3, 5, 2), (3, 5, 3), (4, 0, 2), (4, 0, 3), (4, 1, 2), (4, 1, 3), (4, 2, 2), (4, 2, 3), (4, 3, 2), (4, 3, 3), (4, 4, 2), (4, 4, 3), (4, 5, 2), (4, 5, 3), (5, 0, 2), (5, 0, 3), (5, 1, 2), (5, 1, 3), (5, 2, 2), (5, 2, 3), (5, 3, 2), (5, 3, 3), (5, 4, 2), (5, 4, 3), (5, 5, 2), (5, 5, 3), (6, 0, 0), (6, 0, 1), (6, 0, 2), (6, 0, 3), (6, 1, 0), (6, 1, 1), (6, 1, 2), (6, 1, 3), (6, 2, 2), (6, 2, 3), (6, 3, 2), (6, 3, 3), (6, 4, 0), (6, 4, 1), (6, 4, 2), (6, 4, 3), (6, 5, 0), (6, 5, 1), (6, 5, 2), (6, 5, 3), (7, 0, 0), (7, 0, 1), (7, 0, 2), (7, 0, 3), (7, 1, 0), (7, 1, 1), (7, 1, 2), (7, 1, 3), (7, 2, 2), (7, 2, 3), (7, 3, 2), (7, 3, 3), (7, 4, 0), (7, 4, 1), (7, 4, 2), (7, 4, 3), (7, 5, 0), (7, 5, 1), (7, 5, 2), (7, 5, 3)]",0.2,0.001,100
1,1,-288.5280629586047,-288.46296657212673,6.128623911830122,False,"[-0.56378305290179, -0.4419889120702418, 1.183536979701763, 1.0079378971546449, -0.6654165567509362, -1.9222687224041275, -1.780202682789826, -0.39098305529259836, -0.4095450366016684, 1.7773408226549545, -1.7867381317221493, 0.9018984577885925, 0.76152703246232, -1.611529919239369, -1.1993541394520801, -2.267238248427617, 1.0646875125367998, -1.9910916655007804, -2.1366805244458886, 2.05178983094539, -0.12110530975126821, 1.2259086993491457, -0.09200951843911298, 2.497551587914942, -0.5792054738864012, -0.7975405699523423, -1.7188647213468773, -2.2714879749303947, 1.8913721990367636, 0.8481174945688967, -0.44980188319677694, -1.3649088270403946, -1.1458085675816325, 0.6625990192753903, 2.192013480810907, 0.39965877063436217, 0.9850000350517001, 1.6748082725643618, 1.2947431601098343, 0.8397331045958376, 1.0720124357404592, 1.6867956393380341, -2.199235389638491, 0.39146350170264066, -0.747417030230555, -2.370950230990521, 0.46663460866465645, -1.063350959056406, 1.7896852892926942, -0.814812714011182, 1.2065842106915796, 0.1515920470974952, 2.4100855991389016, 2.4960418467580245, -0.830436721294388, -1.1355544133692164, -1.4943697593222267, 0.2501347518219452, -0.18679526263608803, 2.4655408387811493, -1.7609778128453468, -0.5728028639355032, 1.7978393814744464, -1.211533786458423, -0.8783101524834418, 1.2862995412788192, -1.1328807331299524, 2.3515651139304534, 1.511683613600236, -0.6614886697822202, -1.0172816791476187, -1.4398941818234894, 1.8731332813010786, -1.8370586354896334, -0.5107735463783769, 1.579796790190235, -1.8425395194723093, -2.345063864779685, 1.8353325221475005, -0.3087360437562694, 0.31801110263273413, 0.7944527790952072, 1.2703108052063068, -1.1544364434679149, -0.9400564076132079, 1.2298980989231474, 0.4459210236325588, 0.532733339701494, -1.2384524019903131, 1.1223908530550117, -2.218692674419098, 1.6639622044955118, 0.08243739090269564, 0.7102596345108187, 2.01435264836715, -0.9433620299072936, -1.3841063770450501, 2.008473802747379, 1.6831963514750896, 1.2838845149681024, -0.052677809530218056, 1.7690975402325044, -2.139868900531547, 0.0637440652623984, 0.013165998449442995, 1.9174124851933536, -0.19026290126868117, 1.5445722089719665, -1.4096607811839212, 2.473584477835499, -1.2838603065778509, -1.9460307072885823, 1.4920026570878258, -1.4126718627116719, 0.5361073887281336, -2.1667937502778116, -2.185005288086553, -1.7782249183871057, -0.20921208400820301, -1.1279620795634244, -1.9370078492528198, 0.6984539391557676, 0.5524853743755114, 0.6393355548370132, 2.0828892966201025, -2.135586853315468, -0.17274801881875845, -0.27858878127908815, 0.739591436002268, -0.1635583216499059, 0.5555075730591112, -0.5982674357004787, 2.121370982343443, 2.2518899097618688, 1.3745333183132669, 1.5254495906166285, 1.1873991438374576, 1.6682940440010139, -1.4789446235150834, 0.5883991828870045, -1.367917285092492, 0.3649616653512, -1.4572235212359308, 0.8617063119818305, -0.8815416583046192, 0.8083141957386091, 0.6790739486032216, -1.2753339443246987, -2.451303047458106, 1.538885942394007, 0.109776416926477, 1.8954144447887025, 0.4217323114598024, -1.3033705179268729, -2.341571049507978, 2.127167276385829, 1.985850474243577, 2.238544783084645, 1.1106913966435177, -0.8467619191213434, -0.6604737564213514, 1.715575755328313, 1.9589876298124134, 0.5496050557571639, -1.195794359940923, 1.0441136047356112, -0.08536642826606577, -1.8079141807669856, -1.4343435422229662, 0.3050991210843046, -0.23294618895735475, -0.4049554692349231, 0.5728726838933031, 2.002009881384569, 1.7830130773255268, 0.8413057766385834, 2.1314179441635153, -1.4473298765443192, 1.387014134498909, 0.8152061848977272, -2.394039535454519, 0.6409482729576728, -2.4736474273186237, 1.891169844672124, -2.4963383716732954, 0.6874596749796029, -2.2216494260428354, 0.8161024934974508, 2.413623036473748, -0.3431363807780583, 0.9451563848923334, -1.3690689814559214, 1.9257641950758062, 1.6515358319699063, -0.8577255330538387, 1.0884391230844481, -0.2985651949214443, 2.263395970967909, 1.1912093500726821, 0.9490384502198452, -1.5872381146483567, 2.2787747005961396, -1.6387905441238133, -0.3308525629415211, -0.4938295681172793, -0.660298539879236, -1.5827273539940219, -0.12709002199013852, 2.0674345946263983, -0.5224773599541437, -0.014616563750014855, -1.984599243616335, -0.47581261272308595, -1.9214301119509236, 1.473506258948332, -1.1688486521056425, -0.8687948818395064, -0.26327120606583687, 1.7165770439210455, 1.935366906816233, -2.061755854210456, 2.306074872893964, 0.3694959705775007, -0.6502459466793487, -1.2822797375534818, -1.4823320961458708, 1.6519751142012682, 2.473973068069532, -2.3792776166743037, -0.3617328566350224, -1.9304418635169496, 1.413652049788952, 2.289614533039831, -1.8952670335745396, -0.4039055384961454, -1.9934181143902836, -1.5773690829808007, 1.6147988546836487, -0.8617404891006459, -1.6113912899116452, 0.4543322259825273, -1.3842482058309087, -1.7741329025741055, -2.01786981746268, -0.6514357433458717, -1.8184930717736836, -1.1184375945447704, -1.2948992807740751, -1.0415153516596227, 1.8038318456473332, 2.475019955413055, -2.117696049290773, 2.2590246420469047, 2.3586576751645634, 1.1032978018492945, 0.21254373617122901, 0.8860323147582454, 2.0557812006500376, 2.1573672939541364, 1.6919257894842383, 1.6474320293689928, -1.7810416709705175, 0.6234420174973949, -1.0293503654387004, -2.001368675036596, -0.0638495850966243, 0.8611205221206957, 0.3251932687997918, 1.581795578269805, 1.691369735350995, -2.2462360209430967, 0.1907196665262143, -1.3371444551756595, 1.9629036349621884, 1.492531192775247, -1.6643556325795812, 0.06191166695709027, -1.3836110436413978, -1.386350862064819, 1.759325472306715, 2.2001920691634114, 1.223501283497947, 1.0313230373453863, -1.255868943092624, 1.0024969711471803, 0.5322730489491869, -1.5143527196411948, 1.8296241945355298, -0.5492405616138107, 1.114625158017994, -1.0690075137933426, -1.6006431518482662, -0.16244927924673425, -1.375807400011217, 1.860591954128937, 0.8978051364664053, -0.6337235777140311, -1.9337383083148945, -1.1519997272778437, 0.245656424590464, -1.9288676860481735, -1.6137091266530468, -1.7079788655471888, 1.975294401147064, -2.002260133052714, -2.1094489265712406, -0.32640501753401674, 1.6476399668829016, -0.006743067989151363, 1.9978041469891519, -2.303227955361155, -1.6472749865824765, 0.6431707686067507, -0.29110651728187564, -0.5002412759080381, -2.3098826590964308, -1.0133583979996978, -1.3845227893404228, -0.49865218391959676, 0.04387942690934388, 1.7817126960369087, 1.0754989284122103, 1.2293448403326828, -1.5412055154318205, -2.0585479407249756, -1.822727670297648, -1.929209506040574, -1.7060875652853835, -2.0815882305379754, -1.708839431109267, -1.1095347048405384, 1.360836670559694, 0.6401906622410038, 0.3621942752893723, 1.396409497058031, -1.1470049418324928, -0.8313155055828048, -0.19313560812920683, 2.0501824271451126, -0.43786063772303807, -0.5542467829747926, 0.8456978423232537, 1.1715145797717779, 1.0552458379089034, 1.997983621240623, -0.1868335763272313, -2.1323458950325818, -1.7914834269236146, 1.6964845274950875, 1.5386377379012002, -1.123436674697118, -0.20120185842074445, 2.1956441171771504, 0.11662743537918452, -0.6376550089208628, 1.5302913064808568, -1.9438540496332641, -0.05029130285349792, 2.3650724292018115, -1.0936179758578934, -0.5720256248031774, 0.5613381751485842, 2.3888795649082075, -2.411549331493035, 2.307125773462678, 1.940724521397578, -0.905452960502235, 1.099270066957807, 1.1923722143319058, 1.683415858410923, 0.5676493144682389, -0.03191549806102367, -2.493797525097348, -0.35324617680127135, -0.3764230739112677, -0.6035521062997233, -0.7148700693724934]","[(0, 0, 0), (0, 0, 1), (0, 0, 2), (0, 0, 3), (0, 1, 0), (0, 1, 1), (0, 1, 2), (0, 1, 3), (0, 2, 2), (0, 2, 3), (0, 3, 2), (0, 3, 3), (0, 4, 0), (0, 4, 1), (0, 4, 2), (0, 4, 3), (0, 5, 0), (0, 5, 1), (0, 5, 2), (0, 5, 3), (1, 0, 0), (1, 0, 1), (1, 0, 2), (1, 0, 3), (1, 1, 0), (1, 1, 1), (1, 1, 2), (1, 1, 3), (1, 2, 2), (1, 2, 3), (1, 3, 2), (1, 3, 3), (1, 4, 0), (1, 4, 1), (1, 4, 2), (1, 4, 3), (1, 5, 0), (1, 5, 1), (1, 5, 2), (1, 5, 3), (2, 0, 2), (2, 0, 3), (2, 1, 2), (2, 1, 3), (2, 2, 2), (2, 2, 3), (2, 3, 2), (2, 3, 3), (2, 4, 2), (2, 4, 3), (2, 5, 2), (2, 5, 3), (3, 0, 2), (3, 0, 3), (3, 1, 2), (3, 1, 3), (3, 2, 2), (3, 2, 3), (3, 3, 2), (3, 3, 3), (3, 4, 2), (3, 4, 3), (3, 5, 2), (3, 5, 3), (4, 0, 2), (4, 0, 3), (4, 1, 2), (4, 1, 3), (4, 2, 2), (4, 2, 3), (4, 3, 2), (4, 3, 3), (4, 4, 2), (4, 4, 3), (4, 5, 2), (4, 5, 3), (5, 0, 2), (5, 0, 3), (5, 1, 2), (5, 1, 3), (5, 2, 2), (5, 2, 3), (5, 3, 2), (5, 3, 3), (5, 4, 2), (5, 4, 3), (5, 5, 2), (5, 5, 3), (6, 0, 0), (6, 0, 1), (6, 0, 2), (6, 0, 3), (6, 1, 0), (6, 1, 1), (6, 1, 2), (6, 1, 3), (6, 2, 2), (6, 2, 3), (6, 3, 2), (6, 3, 3), (6, 4, 0), (6, 4, 1), (6, 4, 2), (6, 4, 3), (6, 5, 0), (6, 5, 1), (6, 5, 2), (6, 5, 3), (7, 0, 0), (7, 0, 1), (7, 0, 2), (7, 0, 3), (7, 1, 0), (7, 1, 1), (7, 1, 2), (7, 1, 3), (7, 2, 2), (7, 2, 3), (7, 3, 2), (7, 3, 3), (7, 4, 0), (7, 4, 1), (7, 4, 2), (7, 4, 3), (7, 5, 0), (7, 5, 1), (7, 5, 2), (7, 5, 3)]",0.2,0.001,100
