batch,mutation_index,generation,individual_index,fitness,x_dist,y_dist,reached,params_vector_str,controller_type,mlp_plus_hidden_sizes_str,rnn_hidden_size,voxel_coords_str,control_timestep,simulation_timestep,gear_ratio
1,1,1,0,-311.3929400195394,-310.76412388194893,-19.7793428075146,False,"[2.330079551106989, -1.231042044972848, 1.8306262708666852, -0.6114438690757233, -0.3770903977446798, 2.204297949011255, 2.0273686560291537, -1.611353791784118, 1.97410014993556, -0.9061543283298623, -2.212483855943726, 0.5641547209368052, 0.02574597878793572, 2.459855350278369, 2.20753652173315, 2.2436105193910354, 2.3945001010107942, 1.9427831273572371, -0.06679816186819831, -1.5819724387469336, -1.8099206799216532, -0.06894844666932531, -0.788543525456868, -2.0565661505707986, -0.7366370129001476, -0.016335655795769455, -1.7682588289311703, 1.4683813918592223, -1.4939088536628542, 1.6395287390405846, -1.3715957224470565, 1.7284464395333785, -2.32885571868997, 0.8183839237608788, -1.4546934470197581, -1.69423099921505, -0.2802814470268644, 1.404033939960661, -2.2842732447078005, 2.453100407505624, 1.3962919654861512, 2.409883188193146, -1.3466249998812163, 0.19755059202467828, -2.412140919425052, -0.7397281300423864, -1.866090043352947, -2.4340465816857155, -0.5535449032018125, 2.1404553115492924, -0.5762150225931055, -1.3976121066677831, -0.13858145601800498, 0.8080801073094057, -1.2511763714433015, 0.8357706280280559, -0.6314399838987579, 1.3631505350627786, 0.910457288937188, 2.3819085093998718, -0.3501227191278886, -0.0534292234190854, -1.4734606280780986, 0.3710759232948351, 1.7716150386778935, -0.7788056377047126, -2.378606527352204, 1.0409826363646832, 1.3152843436195747, -0.5774396186832742, -0.03881476033799558, 2.3867987500736803, 2.1732346574694397, 1.1218825051493897, 1.1793810327570258, -1.1951859674607646, 0.14280549996349645, 0.8971910320194838, 1.439383630974684, -1.9367925783939004, 2.300226415329555, -1.5742654884290381, -1.5534525823998773, -1.7747585625903572, -2.242280684451126, -0.25998694604283124, -2.034423265102224, -1.7972688983365759, 0.41655373808429763, 0.1655012846311834, -2.405705719450423, 2.2815058118326306, -1.232497899766392, 2.1629966221304198, 0.9484085309538823, -0.2163900980606286, -1.2321241165088925, -1.7889044596050323, -1.338704036968425, -2.0487446589825926, -1.0892938146358544, 0.8512631109979827, 0.11618859893041922, -2.042461344331264, 1.3989713368161012, -0.0952471250795961, 0.4485152867360256, -1.463364175827423, 1.8321962620768986, 2.1619831824862166, 1.8732900747350758, 2.331843824220379, 0.8320059857247704, -0.8807085992917096, -1.5781504127779367, 1.705967229413262, 1.9201742802218815, 2.062176953156274, 0.41819037768232326, -2.235481183826882, -2.2128043543222304, 2.301368426906982, -1.993001751023646, -2.1766998146832304, -1.5964927912500926, 1.888353707632204, 1.5819611091994714, 0.8788600922182068, -0.47571987297351503, -0.9849874828281135, 1.3477392728665927, -2.0413097374188656, 0.6704790650940384, -1.6334910097022526, -1.5931898481746742, -1.857163481314188, -0.5178203681239602, -2.497320297681269, 1.1992421328303582, 1.076250446953586, -0.4769552691144967, 0.945974277676505, 0.05269347635716004, 2.316489381460282, 2.039288120874467, 0.2733161282847423, -2.131552303053944, 2.3032917997189406, -0.40358940893048345, -2.1459996395483967, -0.11615251610639143, -0.3367449307775914, -0.09489891690850794, 2.4967714806188432, -0.6104730452604539, -0.6165122216882102, 1.7118650354342053, -2.022191846944597, -1.7460103068546107, -1.3134986865864806, 1.5763836923765666, -2.045676130050121, -2.2374571719239693, -1.8617735169708043, 2.0464284122070255, 0.8162710985705921, -0.5425018282642351, 0.30313334210318477, -1.6877246339401253, -0.9644171141951208, 0.3784952290289545, 0.9385157793508556, -0.9703551008202367, 1.9680492294977068, -0.8700555384726609, -2.1711753488359395, 1.0542147319395707, -1.5310004290580164, -2.302692878402577, 0.705147545959492, -1.2445221881279673, -1.6443716926189678, 0.6506288786006271, 1.5530245064413997, 0.6154284066034577, -0.21969387884037017, 1.011299588727041, 0.776183350955475, -1.0752393254225616, -1.4531528233488196, 0.9168425071310908, -0.8636742949306346, -1.0952990797666862, -1.9755421131473287, -1.2447955252144345, -1.423173124092555, -2.2682831032043134, 2.2801595508742665, -0.45506332200429167, 2.1746868525067153, -2.3074136913817487, 1.817958662984335, 2.025687786099353, -0.23759401310048123, 0.6452655371018756, -0.09569110185379426, -0.7755448570860812, 0.6180872087660241, 2.3279227714673327, -1.0977455933059725, -1.511833215399071, 0.5721352375667319, 0.822082965882176, 0.24359315878021182, 1.0093299841542134, 0.995434691615849, -0.835869853624434, 0.37449365792079004, -1.9611909994068282, 0.13565775186016893, -1.6991006001431646, -0.4441362884110389, 0.7772666675002093, 1.885980102469186, -1.376563268394112, -0.15300358345909526, -1.7374654898811688, 2.363508811175306, 2.2217169702155966, -1.379977514011503, 0.9121534972067509, 1.0459438604319198, 1.9985651249427292, -0.3671180541852248, 0.40803237580243135, 2.4412372744130764, -2.084400309818859, -0.2150510052300847, -0.7163045028948334, -0.45727985041905184, 0.6602330541976169, 1.1308934090303966, 1.0478836019414666, 1.8099360542723453, 2.312949477473988, 1.584879618006183, -0.47093805535265076, 0.6405632893123951, -1.4549577113118217, -0.69634809382831, -2.0795945615691096, -1.6156171665701375, -2.418242948211409, 1.314142949612461, 2.3021413398889248, 0.42764903532553333, -0.5499814534655472, -1.3778385729480518, 0.30911116138606376, 2.3051867108495516, 2.4046803175556244, 2.1737420464568205, 2.488991312228997, -1.2640165872238862, -0.800278477862606, 1.7703862714671086, -1.702792662266039, -1.535431439581284, 0.3938093211653064, -1.7380069238008122, -1.9014250006830484, 0.34869045096202766, 2.421579640062115, -1.898253386769761, 0.11727337619586908, -1.8324491972719603, -1.1774338906960198, 0.9209918154578127, 0.41924531902106477, -0.019267854709798637, 1.181987755406761, 1.661213584318232, -1.0877008166447295, -0.0954796262284523, 1.6935764340952657, 0.4146482454150928, -2.008502109273155, 0.5006448082206738, -0.8552715508617541, -1.6134798958686076, -1.250737063645977, 1.7012741930642346, -1.0141866529563552, -0.7023189904309519, -1.4225889533190361, 0.43827708118561226, 1.3250566393091043, -1.8585282666741625, -0.23449486716487034, -0.7873977394729454, 1.5781777009082605, 0.7539295664624484, 0.5721189589433529, -2.0213370636644767, -1.541271972152355, -1.333418233497961, 2.2608036145508734, 1.4766774108312308, -0.623497703434293, -0.058809281260896906, -1.5824210194118837, -1.1694739642285583, 0.3461314666805948, -1.7833979826020252, -1.9004315699517567, 1.6680060794209863, 0.2303144132026329, -1.6324363197000613, 2.165222536490389, -0.5437519752991089, 0.7264282172662613, 0.8707471947824379, -0.7683155104423933, -1.5144550940835433, 0.9779974114857835, 0.5214312123938649, -1.0937844061072672, 2.06440594947634, 0.548408210918538, 0.6969605283799756, -2.149523067501593, -1.3230390296373629, -0.9285864677674716, -0.6563342182852843, 1.7679007440731915, -1.0092707044262006, 0.3981235840112167, 0.49942286347773823, -1.5326790912369632, -2.1271512503446277, 0.7613182190479928, 0.7600370351347712, 1.1291779775782458, -1.615383590907773, 0.7458803938270693, -2.318144541540354, -0.18079523004212472, -2.262105998374535, -1.3494223586889287, 2.394994648840658, 0.590441138881515, -1.0959288122345112, -0.020447214630964883, -0.3139576992401576, -0.40382968975504463, -0.1990856785883559, -0.3108175320737461, 1.431260499136462, 0.28823228190197936, 1.2800449870731452, -1.48379007666444, -1.5772482558437422, -1.0312538552165251, -2.3990115346258865, 0.5350296843175824, -1.6318254484619028, -1.8291176005948389, 0.9721071563295958, -1.4487677990333143, -0.5709928833399442, -0.8268670196215322, 1.215567524309451, 1.9065942210407165, -1.133185938235518, -0.8253862334460726, 1.9310725428779643, -1.5290175907075076]",mlp,"[24, 16]",16,"[(4, 4, 4), (4, 4, 5), (4, 5, 4), (4, 5, 5), (5, 4, 4), (5, 4, 5), (5, 5, 4), (5, 5, 5), (6, 4, 4), (6, 4, 5), (6, 5, 4), (6, 5, 5), (7, 3, 4), (7, 4, 3), (7, 4, 4), (7, 4, 5), (7, 5, 4), (7, 5, 5), (8, 4, 4)]",0.1,0.001,100.0
1,1,1,1,-324.4017423897967,-324.2887369042023,-8.561867939479129,False,"[-1.0215511002972293, 0.7053793930427599, 2.383789374435576, -1.1839936631921293, -1.1742037524141369, -1.7448340830617604, 0.23058590044525973, -1.6000894905934508, 2.3295089697549045, -1.3541356731312748, -0.29611674118315223, -0.3956165265035523, -0.8910537026327936, 2.1372759335247977, -2.193881394639496, -1.2527254747536638, -2.1853559914062664, 0.03240152214821146, 1.3296921428360342, 0.009668602338364085, -0.32886130260384006, -0.6376357685625489, 0.9463746573553, 1.1560880172131336, 2.2229800052314586, 0.6103677115647481, -1.2996529230772929, -1.0723556212860752, 0.83051032848772, 1.5930068199755745, -2.141678086892731, 1.6622976313618754, -0.06825507924725693, 0.9348770393578967, -0.10540045795524966, 0.4212262017097963, -1.9178752146021527, 0.3152058232642565, 1.8534633586239222, -2.206064678728305, 2.326793091709453, 0.8457859710098878, 1.150160357393034, -0.2798530269659323, -1.9833820916085148, -0.5797861722765223, 0.026878987765999174, 2.1645214604727308, 1.9813828048190114, -0.3492131661562832, -0.8184520095476415, -0.280413031964609, 0.26028062637280946, -2.2567706734718223, 0.713565940913214, -1.6742549157380209, 0.9410010614944571, -1.752476508241133, -2.0979922949207177, -1.5122238732717685, -0.45469818318653, -2.204225623592171, -0.9457453955680566, -0.4692041440175987, 1.202882735229795, 0.0827099973588008, 2.401622944006986, -0.9205956917630105, 1.0266440012822797, 0.3167827477578564, 0.3670907430270769, 2.1230399323353204, -2.044171097901217, 1.7833530942910683, -0.7879606380424504, -2.319764726157869, 0.6012425652591737, -0.3076993308310505, -0.6958471491615481, 1.972174297228257, -0.7183921453950788, 2.161828136628351, -2.4328882014261684, 2.071120382967724, 1.7166971030132512, -1.7625288539803718, -2.3093066907149176, -2.1253709415428803, -1.2223960233399738, -2.2298389235909664, -1.5975789311118782, -0.35662399065421724, 0.22661766676508943, -0.0012727444766285068, 0.1256116399351943, 2.2503816607544174, 0.7134766143360545, -0.09881028030791228, -1.6406755039965408, -0.8351845788608063, -0.27458832128886224, 2.425631434734127, 0.47872862586220233, -0.6591994328590944, 2.312899544574944, -1.7169819520772034, -1.5937716489378921, 2.283377381052862, -2.397833168315002, -0.8662273664708031, -0.6754891067920759, -2.210430755383749, 1.9918993138663437, -0.10641281938584068, -1.6112328580099666, 0.2039264053327754, -0.6908502578995952, -1.2499889094746646, 1.0234086394077577, -0.34093142239232543, 2.3933743343298834, -2.0298493673102835, -0.3603746098331029, -2.410894131339477, -0.43684792677863804, 0.3422150856178412, 0.49727458187367857, -1.443183751608963, -0.6492108783782395, -1.801132194061554, -0.7450501573413415, -1.995151064388222, 1.963021063791075, 0.19012202545075318, 0.201611487202364, -0.5994587377105649, -0.07662699401399031, -0.40446064553801797, -1.3122747392091432, 0.9887400100822279, -2.413259109771162, -0.2593639168035726, -2.1946727967609854, 1.9725551748176322, -2.319272293772502, -2.1420987628596584, -2.2064874789764217, 0.11785972998768113, -0.5348242848100786, -0.6322443599183885, 1.7134918296779125, 1.5986222204720537, 1.491664744407145, -2.090436262767847, -2.4346059836694254, 0.7634498491942439, 1.8278150602837577, 2.370312218883548, 0.060773834353641476, 1.5662199401956114, 0.14065773921435332, -1.4889270362377833, 0.11575486557403813, 0.7928302420412896, 0.2199561273987074, 0.2472362591442181, -1.5920620287623892, 1.4290393246644202, 2.3518102532681997, -0.5366072896173484, -0.22674282452874817, -0.7117868345374307, 0.48478719210746934, -2.484180141334729, -1.1715718842965424, 1.54993401726548, -1.7758954152399575, -1.4113909479527225, -0.10231645468237272, 0.07827075370557068, -1.194278247846473, 0.2958178213146927, -1.0015699130228022, -2.085658849077707, 1.4959170001422182, 1.9760948746017695, -0.059091583617610244, -1.3889065479023728, 2.3929629703470283, 2.1559578948123495, -2.4980919867469438, 2.3396928276402393, -1.6406604406916152, -1.9802962333105656, 0.17900249690744152, 1.2183025892504142, 0.9032058389634736, 1.8138871354873007, 0.3085708025944278, 1.509850128676307, 0.6761043470614396, 1.0723366698528962, 0.5480008847135922, 1.520372739427355, -1.382102786167812, 2.2209531486640213, -0.393937661632624, -0.36769000077038605, -2.1576007170199594, -0.2946997791151924, -0.8244177551324543, -1.7529065344875265, -0.5580639883274778, 2.267755788376272, -0.17874461002421071, -0.3602042332896618, 1.6836660800877956, -0.8406729104741832, -2.1215902198935583, 2.421302741048546, 0.15120153586789264, 1.646914079099961, -1.9396334574079148, -0.29235060892521547, -1.0569840312046126, -2.4334785989709697, -0.20867273659971142, 0.42362512232036487, -2.0138177443281915, -2.2882181599337246, -1.136580799431011, 1.5395415784767374, 0.15697624504647134, -0.38024633179034106, -1.8430021217116006, 1.9758049532744888, -0.238521591031029, 0.19214316064668235, -1.2389979548588603, 1.6418422394790042, 0.8879927404243237, -1.7098211011049864, -0.3630388436658172, -1.8332700252253713, -1.8271295796598568, -1.4656971641064027, 1.3502172044716532, 1.3642490523847766, -1.4717381328032868, -2.345022837231576, -1.5981911823063704, -0.012858961154110116, 2.3672290722371034, -2.4154214530611817, -1.157300176049899, 1.5558310156154436, 2.2567292331566566, -2.330452236011257, -0.941361332783951, 1.658806269586374, 2.2376235144203607, -0.8915392479890849, -0.09817365260995814, 2.0068865847588926, -1.2644162504864624, -0.7975618491211522, -0.6915092695917062, -2.3712310980427906, -1.8890142087545325, -1.893666136575602, -0.17245379291178908, -0.6336564969365743, -1.44224949610114, -0.5414288968382441, -0.75077450300708, 2.3041003194596232, -0.780843799065492, -1.612607257774283, -2.4578283479692735, 2.456510317660306, 0.37338150992199015, -1.7344568349640217, 1.8977821274657956, -1.471294818326649, -2.2860872969834736, -0.6896287514958948, -1.6528023661346447, 1.2978743527195302, -1.0986224243641107, -1.3512281999581939, -0.24990208895133748, -1.200858706574936, -0.010389008276743272, -1.0571519821005826, 1.299973211264318, 0.3545491937573333, -1.340575397874605, 2.1663286463767015, 2.37563728983954, -0.21617520508552346, -0.27773910400390056, -1.5455634150777158, -2.270900597284775, -0.7542448989616495, -1.7307648579023733, 0.30279878508845437, -0.09554217518701336, -0.06476599941489036, 1.0264598092856754, 0.024863982840698462, -0.9736964358752758, 0.13494840978240052, 0.25612671872619863, -0.04453913059246295, 1.510017402771349, 0.11953102702115004, -1.274389554251039, 2.0129417325166346, 0.4652865071184946, 0.2982663280273057, 2.2421995436769846, 1.6871758761550222, -0.9710394687310198, -0.2325494334053726, 1.9751098412510455, -2.2738265421528814, -0.5191656877097628, 0.5610981859360855, 1.0175721641596875, 0.4258689589914977, 0.7957390342775197, 0.7778516986072432, -0.3446658342007707, 2.479807124665319, -1.234306616232013, 2.2653359235526818, -1.7229442797050427, 1.9119923031916901, -1.0899805369919209, -0.7057464136789671, 2.494978628818168, -1.127750377944371, -0.03236146325940048, -0.019628900670865868, 2.3933458559345455, -1.9484264272503942, -0.6228924666810469, 2.1497972401970715, 1.720204273432092, 2.299767104180253, -0.030491662392941876, 2.1553542005202075, 1.8924936376579407, 0.9420886595552274, -0.768196605594812, -2.448022365405331, 1.2296608861707616, -1.3957187264614852, -1.2412685289161547, -1.7911525092405678, -0.32657978343078575, -0.9775976896014527, 1.748880453037918, 0.781409563283741, 2.260036885550597, -2.422785724572894, -1.6984380613968635, -1.1962568387136696, -2.243007693183931, 1.8390418004170215, 1.5442949459719681, -1.7330847939100997, 0.21026078555248962, 0.6427062740942677, -1.545554630961754, 0.6179600188650984, -0.7959928869773747]",mlp,"[24, 16]",16,"[(4, 4, 4), (4, 4, 5), (4, 5, 4), (4, 5, 5), (5, 4, 4), (5, 4, 5), (5, 5, 4), (5, 5, 5), (6, 4, 4), (6, 4, 5), (6, 5, 4), (6, 5, 5), (7, 3, 4), (7, 4, 3), (7, 4, 4), (7, 4, 5), (7, 5, 4), (7, 5, 5), (8, 4, 4)]",0.1,0.001,100.0
1,1,1,2,-297.73296404378357,-297.64821112520747,-7.103540825591365,False,"[2.218899723364454, 0.5978329472340937, -0.41909873567204947, -0.042354636363973075, -0.9971174087135197, 1.331654517189274, -2.386915549033029, 0.38552029467952, 2.1501916741730547, 0.037079260699859784, 0.3907191780883368, 1.1708525067392461, 0.23310512950132445, 0.8570133781584381, 2.0883608356293752, 1.545528602055171, -0.4839564605030846, 1.7548119066183459, 1.0967842439283877, -0.20835965941054146, 0.17672786128550788, 1.4989870987477083, -2.0057731416387314, 0.336090783249273, -0.32208102740546307, -2.470334930925117, -0.15575361908611418, -1.1124248592707948, 1.3388626415136895, 2.2244692938091006, 0.7175133088285479, -2.286805372431871, -0.4836506537733145, 1.9274756555205066, -0.9282154791120001, 0.7915896356043421, -0.725940035984528, -0.24371004365769044, 1.4238744428119903, 2.481366733815358, -0.38671314039178517, 1.1685805536044027, -0.6605159137591392, -1.696903944970452, -1.3124739372696137, -1.45173460786712, 0.3922737799082947, -1.94453381462101, -1.0695911681668608, -1.3394765368792076, -0.8631619915504989, -0.75175987747789, 2.208609696184979, -1.3922621667986275, -1.6575552101811781, 2.324480606429808, -2.324018026183687, 0.9804629677706611, 1.9693833110663936, -0.9760034939484314, 1.7569731070534056, -1.1931614896167138, 0.6373697849827833, -0.070322074832319, 2.140565987472402, -0.42234424700319373, -0.5262452258220933, -1.035867415540207, -1.7865438534378648, 1.1123231719728932, -1.416425495815958, -1.800707947935574, 0.9638423833526937, 0.34798109955657575, -1.5848139994714745, -1.7517650983920674, 0.7987837716681794, 0.950614078309072, -1.0928251768950998, 0.6466055711835206, -2.281072394827062, 2.439921535890223, 1.4775194596930685, -0.37654031153946566, -2.1170665391703354, 2.0031560648367606, -1.5349702876919675, 1.2053040920764309, 1.984070776250971, -2.2796839491957286, -1.5140137784032488, 1.4479656750491894, -0.5385784537494254, -0.14786585075203584, 1.097558136960112, 0.03193441334454761, 1.6276472643713298, 1.449499488681853, -1.6815246048512948, -0.4717132503375083, 0.35952075257240024, 0.5817021570381349, 0.3107775021602861, 2.4371294578114107, 1.4836129011431565, 0.7777862534861835, 0.3727451306668117, -1.5769380533921395, 0.2678912618529128, 1.2906642907303816, -0.4774719537399017, -2.1310595612730996, 0.9004252427964801, 2.4292865158705492, -0.8652446677650998, -0.41672021306489704, 0.6266347751557202, -1.7771963126468038, 2.4152954968750366, 1.6355836239040311, 0.28608525392797546, 1.5982446794585403, -2.319479526847344, -1.4536462999631983, 1.5787750487276133, 0.6480100636506405, -0.4234454997609589, -1.6671864814728965, -0.7564761461921177, -1.7260440046639887, -1.5996755319631628, 0.3379216837068997, -1.7833944763457303, 1.1830072179299704, 2.450071541219443, -2.214109977626439, -1.5545573217783215, -1.5984437464055956, -1.11897524478625, -2.4919095766662984, 2.349023070973023, 0.47446444579002156, 2.1978938119480897, -0.21459582495624963, -0.524995278195957, 0.3624334946779948, 1.8613117574642128, -1.4414807561601144, -0.5044296726597013, 1.4036231267839057, -1.9484901673270532, 0.3803137739178135, 0.8647167297431309, 1.9031027690716513, 0.177677873886823, 1.7461226324241919, -0.15009000243451798, -0.7681508627069018, 1.5713494387785163, 1.2614165284783811, 0.5005876890784662, 2.130639092737682, 2.037768256546931, -1.9816549777061776, -0.2513501587389473, 0.9188522752813064, 1.8875595585930203, -2.16290254557985, -2.3186528280612064, -1.2758772040139055, -1.9452169718256507, -0.29003884632662125, -1.0643872695950651, -2.1503114992028998, 1.0810509787260725, 1.0145436343778562, 0.0734014889294432, 0.013870509484732008, 2.2368688390830966, 1.0783815354082895, -0.6866830990433654, -0.7192509407472725, -1.3661894206141811, -2.48216353026704, -0.5369147947372166, -1.1289269127469936, 1.7466130683983128, 2.051568997905756, -1.2642461154061597, -2.129465847669442, 0.6080736730549234, -0.7548916935455412, 2.0277432268953097, 0.08996205190844764, -1.987259254587459, -2.065071144048183, -1.6511200235949886, -0.8928556082460166, -0.6733739736473932, 0.30852767602352404, 1.3440737507387075, 1.0893516581540568, -0.11551103452062428, 0.8916232715874122, 1.9063136474851223, 0.9369636507280079, -0.0008723264659664665, -2.2007182569275368, -0.503987757860419, 0.618499546257631, -2.4241435682735406, 2.15176246294879, -0.7061282836773737, -1.5306141374754945, 1.4608882120299658, -0.9819364730827846, -0.7536175453108691, 0.8555569747906162, 2.1933514139640495, 0.7321101794251645, 0.9148698157358433, 2.4247001218239985, 2.042430150963507, -1.629843101916929, -2.494609239125035, -1.0376837860520538, 0.9780732285499649, -0.23959886074912973, -2.294948041338041, -2.108733404747719, 0.17405102831686126, -1.4545043014413799, 1.6608942930045618, 1.451794655501359, -0.7621649760685516, 1.721244311536645, 1.218429888544668, 0.646062726560936, -0.5868442831425531, 0.2647274005828444, 1.6192021800587124, -0.2551500004359153, 1.3760567868050826, 1.1380052446071112, 0.48862609600307216, -0.9946745144786984, -0.26613410399923687, 2.3676736853256717, 0.27157903909474657, 1.2643874788064942, -0.8280539602152976, -1.542286917590066, -1.0352687403002676, -1.8932067339860108, -1.1334258629448746, 1.1381069058787352, -1.5194666914586348, -0.7038027489732519, -0.4417032347628864, -1.6922944050695499, 2.1092486135675257, 1.5249666484996354, 0.9180269675217652, 0.8468003054362603, 1.156325136917383, -0.24459521707194565, 0.6075238240200873, -1.0977277792382278, 1.1748567565815335, -1.3161164265611758, 1.2114634618298288, -1.5514618967785272, 1.8819190665458816, -0.5519364103066176, -1.886675089243464, -1.8547038938950404, -0.0795871100362393, 1.2446503088411514, -1.225316056558294, 0.005996704340269332, -0.21016842426889326, 1.3375266928314549, 0.9364099462373265, 1.7289549775396278, 0.6313996712280812, -1.9847418295312746, 1.2652225900404805, -2.196065813447735, -0.6263624458308303, -1.4335493469506133, 2.4299733425690144, 0.0653952747617188, -2.291985326862088, -1.7857895105451882, -1.325310137074428, -2.493222140377817, -0.6023147392972261, -1.6241610950823766, 1.4048802175853492, -0.876526202752657, 1.5901285117307946, -0.9814038406560754, 0.15127267724466753, 0.36428154565500703, -0.817752738904437, 0.07635661063185362, 2.320281931630385, -2.4650029039222416, 1.871238276397185, -0.8567410673103697, 0.9778564406306489, 0.4609345143118322, 0.21567877709838168, -1.2418255661917827, 1.4529217238334025, 0.9465428236731128, -0.9708020902868757, -2.1180640293170883, 0.31420808849642823, 1.3973954660716439, -1.7079983450894987, -0.9843399201177905, 1.8180455229315582, -0.7718751001559325, 1.7503516948672804, -1.3707649373618302, -0.9854285770944149, 0.80441909929199, -2.29380386174146, 1.3431785908127134, 1.4803985570567773, -0.6825542303263372, 2.2255159701747367, 2.2523238000960397, -2.4929870222558193, 1.2299775915583226, -0.5267844965491209, 0.8425477409539175, -1.2072875282630158, -1.7826154277273658, -0.11627169974484008, -0.5730385919967791, -1.6382355158387008, -1.3384850883374995, -2.2912794841613144, 1.7606947508671125, 0.7114271793647959, 1.6636674482408615, -0.7371139031132605, -1.4109476189428738, -0.5712143381107366, 1.5656932124964884, 1.9967310203883413, -1.7929310302692332, 1.6963543320774797, -1.7929088483115136, -0.08844625251107407, 1.2551724896481042, 0.15737501649888808, 1.2723583222472747, 1.4775945263328607, -1.316122714800596, 1.8222806765054527, -1.5928183708206807, -2.382585077345392, 0.44764949819512534, -1.25396412265935, -2.4806627144465585, 1.0849512561780084, -0.47602393647389096, -2.3542436149519625, 1.7825692386643315, 0.686989972266161, -1.4739161733834338, -0.9885738272716493, -0.2935952460742741, 1.206558238332362]",mlp,"[24, 16]",16,"[(4, 4, 4), (4, 4, 5), (4, 5, 4), (4, 5, 5), (5, 4, 4), (5, 4, 5), (5, 5, 4), (5, 5, 5), (6, 4, 4), (6, 4, 5), (6, 5, 4), (6, 5, 5), (7, 3, 4), (7, 4, 3), (7, 4, 4), (7, 4, 5), (7, 5, 4), (7, 5, 5), (8, 4, 4)]",0.1,0.001,100.0
